Column1,id,cmt,giá,dịch_vụ,ship,hiệu_năng,chính_hãng,cấu_hình,phụ_kiện,other,mẫu_mã
652,18094,"chuẩn nha anh_em , shop giao hàng , chất_lượng đúng như quảng_bá , máy đẹp long_lanh , màn_hình màu_sắc rực_rỡ như mong_đợi , chức_năng chạy mượt ổn_định , camera chụp hình tuyệt_vời , sản_phẩm tốt , hài_lòng lắm , shop uy_tín shopee , ủng_hộ ,",0,0,1,1,0,1,0,0,1
653,18093,"hài_lòng sản_phẩm , giao hàng . đóng_gói cẩn_thận . ủng_hộ tiếp shop_nek",0,0,1,0,0,0,0,0,0
656,18090,"đúng như shop quảng_bá , sản_phẩm đẹp , chất_lượng không chê , hoàn_thiện , shop uy_tín giao hàng đúng hẹn sản_phẩm đúng hàng hãng , hài_lòng vừa_ý , an_tâm sản_phẩm shop shopee , shop 5",0,0,1,0,1,0,0,0,1
657,18089,"hàng cũ . không main không hàng thay vỏ . không trùng imei , vỏ ọp_ẹp . bụi vân mặt kính màn_hình",0,0,0,0,0,0,0,1,0
658,18088,giao hàng . hộp niêm_phong ok . shop uy_tín . ful box . trải nghiệm tiếp,0,1,1,0,0,0,0,0,1
659,18087,oke mua học . máy lag đời cũ,0,0,0,-1,0,0,0,0,0
661,18085,"sản_phẩm_chất_lượng tốt , loa nghe , sóng khoẻ , máy cộng pin cộng sạc nguyên seal , sạc tốt . ship hàng . ủng_hộ shop .",0,0,1,0,1,1,1,0,0
662,18084,"2 mua hàng . chuẩn , oke máy 1 pin hao hơi . gắng phát_huy",0,0,0,0,0,-1,0,0,0
663,18083,"sản_phẩm đẹp , chất_lượng tốt , hình_ảnh màu đẹp hợp_lý , máy . shop giao sản_phẩm đúng như quảng_cáo . 5 shop",1,0,0,0,0,1,0,0,1
664,18082,không chê,0,0,0,0,0,0,0,1,0
665,18081,máy đẹp zin keng cực . máy siêu pin 98 % hài_lòng đồng_tiền tội loa dè nhìu oke,1,0,0,0,0,-1,0,0,1
666,18080,điện_thoại túi_tiền,1,0,0,0,0,0,0,0,0
667,18079,hàng tốt_đẹp không lỗi đầu lắp sim nhập mạng không thành,0,0,0,0,0,0,0,0,1
669,18077,"máy 1 tuần , ban_đầu ổn , sạc pin chừng 70 % báo sạc máy báo nóng pin liên_tục , rút 1 sạc đc , chán",0,0,0,0,0,0,0,1,0
670,18076,"sản_phẩm ok , tiếc không tai_nghe đi kèm . shop phản_hồi nhiệt siêu sale mua 1 .",0,1,0,0,0,0,-1,0,0
672,18074,"sản_phẩm đẹp như mô_tả , shop đóng_gói , tư_vấn nhiệt_tình . ủng_hộ shop tiếp",0,1,1,0,0,0,0,0,1
673,18073,"thanks shop samsung store . hàng hãng , chất_lượng oke .",0,0,0,0,1,0,0,0,0
675,18071,chất_lượng tuyệt_vời shop 99 %,0,0,0,0,0,0,0,1,0
677,18069,"chất_lượng tuyệt_vời , tốt như mong_đợi , thiết_kế mẫu đẹp cứng_cáp , cầm , dễ_chịu . máy mỏng , giá_cả hợp_lý . chụp hình ok. cấu_hình mạnh , liên_quân pugb mobilet muợt mấy không nóng . phim màn_hình lớn .",1,0,0,0,0,1,0,0,1
678,18068,"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,0,0,0,0
679,18067,"hàng ok . hãng . chất_lượng trải nghiệm . shop phục_vụ tốt , giao hàng",0,1,1,0,1,0,0,0,0
680,18066,"shop nhiệt_tình , hàng đẹp chất_lượng .",0,1,0,0,0,0,0,0,1
684,18062,"máy ổn tầm giá , 3 mua máy shop yên_tâm chất_lượng sản_phẩm shop .",0,0,0,0,0,0,0,1,0
685,18061,"đt , shop tư_vấn . shop 5 . lười chụp ảnh minh_hoạ",0,1,0,0,0,0,0,0,1
686,18060,"hình_thức ổn , máy ít xước",0,0,0,0,0,0,0,0,1
687,18059,"đẹp , sản_phẩm đồng_tiền , shop giao hàng chất_lượng tốt đúng như quảng_cáo , test chức_năng cơ_bản ổn_định , màu_sắc rực_rỡ , cảm_ứng nhạy , hài_lòng chất_lượng , ủng_hộ shop ,",1,0,0,1,0,1,0,0,1
688,18058,"sản_phẩm đẹp . xài thử chức_năng oke . bộ_nhớ trống 6gb , xài thẻ_nhớ . gắn sim nghe gọi oke",0,0,0,0,0,0,0,0,1
689,18057,màn hơi ám vàng trái tạm chấp_nhận,0,0,0,0,0,-1,0,0,0
690,18056,"giao hàng , đúng mẫu , đúng màu , nguyên seal , phụ_kiện đầy_đủ .",0,0,1,0,1,0,1,0,1
691,18055,"chất_lượng máy oke pin cũ chai , tụt pin không sạc hơi ( cục sạc kèm ) update phần_mềm mi tốt shop tư_vấn chậm , không nhiệt_tình lắm , không lỡ bảo_hành như .",0,-1,0,0,0,-1,0,0,0
693,18053,"ok , tốt . sản_phẩm đúng chất_lượng . shop thân_thiện . đóng_gói tốt .",0,1,1,0,0,0,0,0,0
694,18052,"tận_tình , 10",0,1,0,0,0,0,0,0,0
695,18051,"loa phát_âm_lượng dòng sản_phẩm , giá mua sale sản_phẩm .",0,0,0,0,0,-1,0,0,0
696,18050,"máy chạy , mượt , pin tốt tốt không bền không . mua",0,0,0,1,0,1,0,0,0
697,18049,"máy đẹp lắm , test chức_năng hoạt_động ổn_định , màn_hình cảm_ứng nhạy , màu_sắc rực_rỡ , camera chụp hình sắt nét , cấu_hình mạnh_mẽ , mạng lướt web game oke , sản_phẩm hoàn_thiện , shop uy_tín giao hàng đúng như quảng_bá , nhân_viên nhiệt_tình , phục_vụ",0,1,0,1,0,1,0,0,1
698,18048,"máy đẹp , ngon . chức_năng hoạt_động ổn_định , shop giao hàng nhân_viên tư_vấn nhiệt_tình , an_tâm sản_phẩm shop",0,1,1,1,0,0,0,0,1
700,18046,"hài_lòng . máy chất_lượng ok . shop giao hàng_hỏa_tốc . chủ shop tư_vấn nhiệt_tình , thân_thiện chu_đáo . shipper giao hàng nhiệt_tình chờ 15 phút . sản_phẩm đúng như mô_tả , chiến game ngon , máy cầm gọn . đóng_gói đẹp . một vết xước",0,1,1,1,0,0,0,0,-1
701,18045,sảm phẩm_chất_lượng lắm . chưa lỗi . shop tốt,0,1,0,0,0,0,0,0,0
702,18044,"cũ nhèm , bữa đứt màn_hình , đem tiệm người_ta cháy mạch điện , rẻ .",0,0,0,0,0,-1,0,0,-1
703,18043,"hàng chất_lượng lắm shop ! mẫu_mã đẹp , giá hợp_lý shop dt",1,0,0,0,0,0,0,0,1
704,18042,"máy_nguyên niêm_phong mướt , pin ổn , 5 *",0,0,0,0,1,1,0,0,0
706,18040,"chất_lượng đúng chuẩn , kết_cấu hoàn_hảo , hài_lòng lắm sản_phẩm cấu_hình mạnh_mẽ , màu_sắc rực_rỡ , chức_năng cơ_bản ổn_định , shop uy_tín , giao hàng , nhân_viên tư_vấn nhiệt_tình , chế_độ bảo_hành rõ_ràng , an_tâm sản_phẩm ,",0,1,0,1,0,1,0,0,1
707,18039,"máy , chạy tốt . giao .",0,0,1,1,0,0,0,0,1
708,18038,tạm_thời chạy oke . theo_dõi tiếp .,0,0,0,0,0,0,0,1,0
709,18037,tiền ae,0,0,0,0,0,0,0,1,0
710,18036,lỗi_micro,0,0,0,0,0,0,0,1,0
712,18034,hình_thức ok . giá rẻ ! hài_lòng,1,0,0,0,0,0,0,0,1
713,18033,"máy đẹp , shop nhiệt_tình",0,1,0,0,0,0,0,0,1
714,18032,"máy đẹp , cấu_hình mạnh_mẽ , game lướt web chạy êm , chức_năng đều ổn_định , pin trâu , hài_lòng , shop phục_vụ tâm , vui_vẻ nhiệt_tình , chuyên_nghiệp , phong_cách phục_vụ shop , giới_thiệu bạn_bè đồng_nghiệp ủng_hộ shop , 5 *",0,1,0,1,0,1,0,0,1
715,18031,ipad đời sâu không_thể mong . hài_lòng . shop !,0,0,0,0,0,0,0,1,0
717,18029,"shop nhiệt_tình đặt_hàng hướng_dẫn hàng , sản phầm đóng_gói thận , kỹ_càng . sản_phẩm 100 % nguyên seal , tặng kèm 2 miếng dán cường_lực . giao hàng trời mưa : )",0,1,1,0,1,0,1,0,1
718,18028,"hàng , nguyên tem hãng . cấu_hình hợp_lý tầm tiền .",0,0,0,0,1,0,0,0,1
720,18026,"xước nhẹ máy cũ không đòi_hỏi , màn_hình nét , loa ổn , không rè tốt , pin trâu sạc hơi , shop tặng kèm ốp sạc , 1 chưa lỗi_lầm , hợp_lý",0,0,0,0,0,1,1,0,-1
721,18025,mua online sợ hàng shop uy_tín chất_lượng máy đẹp ghê,0,1,0,0,0,0,0,0,1
722,18024,giao hàng max shop phục_vụ nhiệt_tình mới_đầu oke giá_như sản_phẩm oke ng mua yt học,1,1,1,0,0,0,0,0,0
723,18023,"hàng nguyên hộp shop đóng_gói cẩn_thận , ưng_ý shop 5sao",0,0,1,0,0,0,0,0,0
724,18022,đóng_gói shop thân_thiện nguyên seal . chưa test thử . ưng_ý,0,0,1,0,1,0,0,0,0
725,18021,"shop giao hàng đúng hẹn , máy đẹp lắm , chất_lượng tốt như quảng_cáo , test ứng_dụng hoạt_động êm , cảm_ứng nhạy màn_hình màu_sắc rực_rỡ như mong_đợi , chức_năng đều hoàn_hảo , , shop đem niềm sản_phẩm shop , 5sao shop ,",0,0,1,1,0,1,0,0,1
726,18020,chất_lượng sản_phẩm tốt .,0,0,0,0,0,0,0,1,0
727,18019,hơi lag oke,0,0,0,0,0,0,0,1,0
728,18018,"hàng , điện_thoại như hình . máy 99 % . cảm_ứng mượt_mà , màn_hình đẹp . chụp hình căng đét , nghe gọi sóng mạnh . web cày game bao mướt . . giá rẻ giá rẻ ngon lắm . lăn_tăn hốt liền .",1,0,0,1,0,1,0,0,1
729,18017,chất_lượng hàng lắm shop phát_đạt . !,0,0,1,0,0,0,0,0,1
732,18014,màn thay pin ảo tạm chấp_nhận,0,0,0,0,0,0,0,1,0
733,18013,"giao hàng , tặng kèm cục sạc ngon_lành ! cài google camera đẹp .",0,0,1,0,0,0,1,0,0
735,18011,"shop hổ trợ unlock , cài_đặt rom tiếng việt 7 tận_tình , ( coi youtube , , biến thành cục gạch lắm mua xaomi xách shop tận_hưởng hậu_mãi tận đáo . hài",0,0,0,0,0,0,0,1,0
736,18010,"shop bọc kỹ , ^ _ ^ cuộn nilon . tư_vấn nhiệt_tình",0,1,1,0,0,0,0,0,0
737,18009,"ổn_áp , hàng nguyên seal , tiếng việt nguyên_bản 😄 mua bà_con",0,0,0,0,1,0,0,0,0
738,18008,"sản_phẩm hãng , máy đẹp , chất_lượng , ứng_dụng êm , game , lướt web , phim online chạy mượt , quay_phim chụp hình pin trâu , vừa_ý , shop giao hàng đúng như quảng_cáo , ủng_hộ shop đon hàng",0,0,0,1,1,1,0,0,1
740,18006,"mua hộ gửi mất , đăng video unbox 5p không tải , minh khen oke nha",0,0,0,0,0,0,0,1,0
741,18005,"shop uy_tín , giao hàng đúng như quảng_cáo , test ứng_dụng chạy mượt , cảm_ứng nhạy , chụp hình sắt nét , bề_ngoài 99 % , vừa_lòng , shop phục_vụ chuyên_nghiệp nhiệt_tình vui_vẻ , giới_thiệu bạn_bè người_thân ủng_hộ shop , shop 5 .",0,1,1,1,0,1,0,0,1
742,18004,"máy đẹp , chất_lượng như shop quảng_cáo , test chức_năng đều hoạt_động tốt , màn_hình đẹp , màu_sắc rực_rỡ như mong_đợi , cầm đầm chảnh , shop uy_tín , giao hàng đúng hẹn , nhân_viên phục_vụ tốt , hài_lòng lắm , ủng_hộ sản_phẩm shop ,",0,1,1,1,0,1,0,0,1
745,18001,sản_phẩm tốt love,0,0,0,0,0,0,0,1,0
747,17999,"shop tâm , giao hàng , tận_tình , yêu lắm , điện_thoại giá bình_thường , oke",0,1,1,0,0,0,0,0,0
748,17998,"máy ban_đầu ổn , pin tuột hơi chấp_nhận đc , shop tặng bao da_màu đỏ tươi nổi 😂 , 5 * . ủng_hộ shop tiếp",0,0,0,0,0,-1,1,0,0
749,17997,"máy đẹp , chất_lượng như shop quảng_cáo , test chức_năng đều hoạt_động tốt , màn_hình đẹp , màu_sắc rực_rỡ như mong_đợi , cầm đầm chảnh , shop uy_tín , giao hàng đúng hẹn , nhân_viên phục_vụ tốt , hài_lòng lắm , ủng_hộ sản_phẩm shop ,",0,1,1,1,0,1,0,0,1
750,17996,"giá_thành poco x3 hot mua . cực_kì kĩ dám mua , mong bền độ nhạy đều_đặn như . tiện_ích trải nghiệm",0,0,0,0,0,0,0,1,0
751,17995,"shop nhiệt_tình nha máy giá tiền oke , máy đứng shop gửi đổi bảo_hành máy chạy bình_thường không đổi , máy lỗi gửi bảo tư_vấn nhiệt_tình shop",1,1,0,0,0,0,0,0,0
752,17994,"xài ổn , không chạy chạm 2 mở_màn youtube chậm máy đời cũ . giá oke tốt",0,0,0,-1,0,0,0,1,0
753,17993,"đẹp cảm_ứng hơi đơ , không nhạy , bấm không , phản_hồi không",0,0,0,0,0,-1,0,0,1
755,17991,"sản_phẩm đúng như shop quảng_cáo chất_lượng tốt , giá_cả hợp_lý , sản_phẩm hoàn_thiện , chế_độ bảo_hành rõ_ràng , an_tâm sản_phẩm shop",1,1,0,0,0,0,0,0,0
756,17847,hàng tốt shop 👍,0,0,0,0,0,0,0,1,0
757,17846,máy đẹp . tốt .,0,0,0,0,0,0,0,0,1
758,17845,hàng nguyên niêm_phong,0,0,0,0,1,0,0,0,0
759,17844,"hàng nguyên niêm_phong , đúng như mô_tả , chất_lượng một",0,0,0,0,1,0,0,0,0
760,17843,3 mua shop = ) yêu xinh xịn xò,0,0,0,0,0,0,0,1,0
761,17842,"mua 3 , oke , hôm sale 2tr1 hehe . ngàn",0,0,0,0,0,0,0,1,0
762,17841,giao hàng siêu . điện_thoại đẹp . shop,0,0,1,0,0,0,0,0,1
763,17840,màn_hình xước . pin 89 % hao . shop đóng_gói cẩn_thận giao,0,0,1,0,0,-1,0,0,0
764,17839,"hàng nguyên niêm_phong đúng chất_lượng , vận_chuyển . không lâu_dài .",0,0,1,0,1,0,0,0,0
765,17838,hàng ngon bổ rẻ,1,0,0,0,0,0,0,0,0
766,17837,máy oke mua máy chủ_yếu gọi zalo gọi tiếng vọng nóng máy đập điện cam mờ nhức mắt oke tầm giá mua sale giá rẻ mua điện_thoại mua shop shop máy hãng,1,0,0,-1,1,0,0,0,0
769,17834,"bàn_phím tốt , máy như laptop",0,0,0,0,0,0,0,1,0
770,17833,"sản_phẩm tốt , giá_cả hợp_lý , máy chạy mượt_mà , cảm_ứng nhạy , màn_hình , ứng_dụng hoạt_động tốt , camera sắt nét , pin trâu , hài_lòng , shop tin_tưởng , sản_phẩm shop an_tâm lắm , shop chúc shop thành_công",1,1,0,1,0,1,0,0,0
771,17832,shop giao hàng chất_lượng,0,0,0,0,0,0,0,1,0
772,17831,máy đẹp 99.9 % không một vết xước . cập_nhật android 1 tác vụ đều mượt . camera chụp đẹp . pin ổn . vô đối tầm giá,1,0,0,1,0,1,0,0,1
773,17830,"ok , sản_phẩm đẹp , máy cầm_chắc_tay sang_trọng , màu_sắc_đẹp lung_linh , chức_năng cơ_bản ổn_định , cấu_hình mạnh_mẽ , màn_hình cảm_ứng nhạy , sản_phẩm hoàn_thiện , đồng_tiền bát gạo , shop giao hàng đúng hẹn , chất_lượng đúng như quảng_cáo , hài_lòng",1,0,1,1,0,1,0,0,1
774,17829,hàng nguyên niêm_phong tốt chất_lượng giao hơi,0,0,-1,0,1,0,0,0,0
775,17828,"máy_đẹp nam máy to dày . hy_vọng bền . 1đ trừ , máy tụt pin hơi thất_vọng mê pin dung_lượng . tụt như ko . chúc shop buôn may đắt sale nhìu không",0,0,0,0,0,-1,0,0,1
776,17827,"shop uy_tín , giao hàng đúng hẹn , sản_phẩm hãng , test máy ổn_định , đặc hàng shop , shop , chúc shop khách_hàng , 5 * 👍",0,0,1,0,1,0,0,0,0
777,17826,"shop uy_tín , giao hàng đúng như quảng_bá , máy đẹp lắm , ứng_dụng hoạt_động tốt , màn_hình cảm_ứng nhạy , camera sắt nét , wifi ổn_định , mạng lướt web phim sướng lắm , hài_lòng vừa_ý , shop đem cảm_giác an_tâm sản_phẩm shop ,",0,1,1,1,0,1,0,0,1
778,17825,"máy nguyên , chất_lượng 1 , shop tương_tác tốt",0,1,0,0,1,0,0,0,1
779,17824,hình_thức máy chu_đáo sim 3g load .,0,1,0,1,0,0,0,0,1
780,17823,"tuyệt , bao gia cực . mày pin trâu 2 tuần sạc một . đọc 2h . shop !",0,0,0,0,0,1,0,0,0
781,17822,"thiên_về giải_trí , game nhẹ kiểu f liên_quân tạm . màn_hình nét , loa to , pin dung_lượng sạc hơi . bao da tặng kèm ổn",0,0,0,0,0,1,1,0,0
782,17821,ngận mướt mong_đợi .,0,0,0,0,0,0,0,0,1
783,17820,"máy ổn đẹp , không áp .",0,0,0,0,0,0,0,0,1
784,17819,"máy đẹp . hài_lòng mua hàng online . cấu_hình máy ứng_dụng mượt . game ngon . test pubg liên_quân mượt . đúng hàng hãng . test tốt , shop 1 đơn . chúc shop thành_công , đông",0,0,0,1,1,1,0,0,1
785,17818,shop tâm . chất_lượng sản_phẩm tuyệt_vời . tiền . dịp ủng_hộ shop . tks,1,1,0,0,0,0,0,0,0
786,17817,"máy_đẹp , mượt , sạc pin hơi vô , shop tận_tình",0,1,0,1,0,-1,0,0,1
787,17816,( ảnh tính_chất xu ) sản_phẩm chất_lượng giá rẻ . shop hướng_dẫn chu_đáo . không chỗ nhắn_tin tầm 30p shop trả_lời liền . mua shop 3 . cực_kì uy_tín nha,1,1,0,0,0,0,0,0,0
788,17815,hình_ảnh tính_chất không minh_hoạ đt tốt _ tầm giá 3tr như mày oke r 😍,0,0,0,0,0,0,0,1,0
789,17814,"máy đẹp , hoàn_thiện tốt , cấu_hình mạnh_mẽ , pin trâu , cảm_ứng mượt_mà lướt êm_ái , màu_sắc rực_rỡ như mong_đợi , hài_lòng sản_phẩm , shop phục_vụ nhiệt_tình , giao hàng đúng hẹn chất_lượng đúng như quảng_bá , an_tâm sản_phẩm shop ,",0,1,1,1,0,1,0,0,1
792,17811,"hàng ok , nguyên niêm_phong 3 chưa lỗi . shop tặng 2 kính cường_lực máy màn đen che màn_hình máy 1 - 2 mm . dán tạm đợi mua cường_lực thay",0,0,0,0,1,0,1,0,0
793,17810,"hàng ổn , hợp_tác lâu_dài 👌",0,0,0,0,0,0,0,1,0
794,17809,"shop trả_lời nha , tốt . đóng_gói hàng kỹ . giao",0,1,1,0,0,0,0,0,0
796,17807,sản_phẩm_chất_lượng tuyệt_vời . giao hàng . ủng_hộ shop 5 .,0,0,1,0,0,0,0,0,0
797,17806,"máy_đẹp , cấu_hình mạnh , game lướt web đều mượt , shop giao hàng đúng như quảng_cáo , giới_thiệu người_thân bạn_bè ủng_hộ shop ... chi mua hàng shop . 5 *",0,0,0,1,0,1,0,0,1
798,17805,chất_lượng tốt 5 đúng hình rẻ,0,0,0,0,0,0,0,1,0
799,17804,mua xong 1 không,0,0,0,0,0,0,0,1,0
800,17803,"tuần đầu ổn không hôm_nay hư loa , thất_vọng !",0,0,0,0,0,-1,0,0,0
801,17802,"shop giao hàng chuẩn , máy đẹp , hoàn_thiện chi_tiết , cấu_hình mạnh_mẽ , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ , shop uy_tín nhiệt_tình khách_hàng , chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,0,0,0,1,0,0,1
806,17797,máy oke,0,0,0,0,0,0,0,0,1
807,17796,"máy đẹp , ứng_dụng chạy êm , camera sắt nét , màn_hình cảm_ứng lướt êm_ái , không chê , shop đúng giao hàng đúng như quảng vừa_ý hài_lòng , shop ,",0,0,0,1,0,1,0,0,1
808,17795,"hài_lòng sản_phẩm shop , máy đẹp , chức_năng cơ_bản hoạt_động ổn_định , màn_hình đẹp , màu_sắc rực_rỡ , máy cầm sang_trọng , shop uy_tín giao hàng , chất_lượng đúng như quảng_cáo , vừa_ý lắm anh_em ủng_hộ shop",0,1,1,0,0,0,0,0,1
809,17794,sản_phẩm chưa lỗi k ? ok.,0,0,0,0,0,0,0,1,0
810,17793,"đóng_gói sản_phẩm kĩ_càng , giao hàng , giá rẻ shop . shope mal yên_tâm hàng hãng .",1,0,1,0,1,0,0,0,0
811,18238,"máy ful box đầy_đủ phụ_kiện như shop mô_tả , chất_lượng máy đúng như quảng_cáo , , shop phục_vụ ân_cần vui_vẻ tâm khách_hàng , giá_cả hợp_lý , giới_thiệu shop người_thân bạn_bè ủng_hộ shop shop 5 .",1,1,0,0,0,0,1,0,0
812,18237,"máy oke shop giao hàng , đóng_gói cẩn_thận , shop 5 , nhóc .",0,0,1,0,0,0,0,0,0
814,18235,"shop . sản_phẩm shop giao tốt , đt test , ứng_dụng chạy êm , cấu_hình mạnh_mẽ , game lướt web đều mượt , chụp hình sắt nét , shop giao hàng đúng như quảng_cáo , giới_thiệu người_thân gia_đình ủng_hộ shop , chúc shop",0,0,0,1,0,1,0,0,0
815,18234,"gói hàng cẩn_thận , test ok . ủng_hộ shop .",0,0,1,0,0,0,0,0,0
817,18232,"shop giao đúng mẫu , shop giao , điện_thoại đúng chất_lượng màn_hình hơi xước xíu chấp_nhận",0,0,1,0,0,0,0,0,-1
821,18228,"hài_lòng sản_phẩm , shop uy_tín giao hàng đúng hẹn , chất_lượng sản_phẩm đúng như shop quảng_cáo , giá_cả hợp_lý , chế_độ bảo_hành tốt , anh_em an_tâm sản_phẩm shop",1,1,1,0,0,0,0,0,0
822,18227,"tks shop sản_phẩm ngon bổ rẻ shop tặng kèm cục sạc 1,5 ampe tks shop tâm",1,1,0,0,0,0,1,0,0
823,18226,"shop nhiệt_tình , máy ổn , pin 79 % shop hứa pin 5 không ? đợi shop",0,1,0,0,0,0,0,0,0
824,18225,hàng oke chất_lượng chờ time hy_vọng bền,0,0,0,0,0,0,0,1,0
825,18224,trải nghiệm 3 oke lắm shop nhiệt_tình lắm,0,1,0,0,0,0,0,0,0
826,18223,hàng đẹp 99 % như shop oke mượt màn đẹp pin tạm màn tận 4k . 1 tuần tiếp 5 * 4 *,0,0,0,1,0,1,0,0,1
827,18222,giao hàng phẩm chờ check : ),0,0,1,0,0,0,0,0,0
828,18221,"giao hàng nhanh_chóng đóng_gói cẩn_thận , bền không",0,0,1,0,0,0,0,0,0
829,18220,"máy như android , ít tuỳ biến mượt . giá rẻ loa kép 2 mặt màn ful hd hời tầm giá",1,0,0,1,0,0,1,0,0
830,18219,hàng hơi cũ : (,0,0,0,0,0,0,0,0,-1
831,18218,giao không đúng màu . đóng_gói cẩn_thận . giao hàng . chất_lượng ok .,0,-1,1,0,0,0,0,0,0
832,18217,"sản_phẩm tốt , máy đẹp , cấu_hình mạnh_mẽ , shop uy_tín giao hàng đúng như quảng_cáo , test ứng_dụng chạy mượt , pin chức_năng đều ổn_định , phong_cách shop chuyên_nghiệp , shop , anh_em mua hàng shop .",0,1,0,1,0,1,0,0,1
833,18216,"máy chạy mượt , màn_hình to cảm_ứng nhạy , giao hàng hơi",0,0,-1,1,0,1,0,0,0
834,18215,mua 2 shop chất_lượng sản_phẩm oke dc tặng cường_lực,0,0,0,0,0,0,0,1,0
835,18214,"giao hàng , hôm liền . máy đẹp game nóng ít . lướt fb văng app . nhân_viên tư_vấn chat nhiệt_tình .",0,1,1,-1,0,0,0,0,1
836,18213,"sản_phẩm nguyên niêm_phong nguyên tem , ấn_tượng tốt lâu_dài chưa ntn",0,0,0,0,1,0,0,0,0
837,18212,hàng chất_lượng tốt nha_shop,0,0,0,0,0,0,0,1,0
838,18211,hàng ok lắm . thank kíu shop,0,0,0,0,0,0,0,1,0
839,18210,shop đóng hàng tâm sản_phẩm oki giá hình_thức đẹp 97 %,0,0,1,0,0,0,0,0,1
840,18209,"shop uy_tín lắm nha anh_em , giao hàng đúng hẹn , sản_phẩm chất_lượng đúng như quảng_cáo , test ứng_dụng hoạt_động tốt , pin hình cảm_ứng nhạy , màu_sắc rực_rỡ , giá_cả hợp_lý , hài_lòng , anh_em mua hàng shop ,",1,1,1,1,0,1,0,0,0
841,18208,"sản_phẩm nguyên niêm_phong niêm_phong ẩm kiểu như thấm vỏ hộp . màn niêm_phong mỏng như màn bọc thực_phẩm không hàng đúng chất_lượng k . nhân_viên shop cực_kỳ hách_dịch kiểu không , kiểu như_không chợ đông . ghét hàng kiểu như shop . k",0,-1,0,0,0,0,0,0,0
842,18207,chất_lượng giá tiền,0,0,0,0,0,0,0,1,0
843,17792,hàng tốt . giúp_đỡ cài rom tiếng việt nhiệt_tình < 3,0,0,0,0,0,0,0,1,0
844,17791,nguyên niêm_phong chờ shop cài tiếng việt,0,0,0,0,1,0,0,0,0
845,17790,"máy mặt lưng ngon nghẻ , đẹp không tì_vết . màn một vết trầy lõm không lớn . dán màn như không . ngoại_hình đẹp . phụ kiên shop oke : v . mua 2 đương_nhiên ưng đầu .",0,0,0,0,0,0,1,0,1
846,17789,hàng tốt giá hợp_lý . nhân_viên nhiệt_tình phản_hồi phẩm tặng kèm 2 kính cường_lực hi . vui mua sản_phẩm ưng_ý shop : ),1,1,0,0,0,0,1,0,0
847,17788,"máy đẹp shop , shop giao hàng đúng như quảng_cáo , chức_năng hoạt_động tốt , pin trâu , game lướt web phim chạy mượt , camera sắt nét , cảm_ứng nhạy . oke tiền . shop đem cảm_giác dễ_chịu cầm sản_phẩm shop . 5",1,0,0,1,0,1,0,0,1
849,17786,"shop giao sai màu . 1 vàng 1 hồng giao 2 vàng . máy ngon , giá tốt bỏ_qua . máy mua nghe gọi mẹ . mượt_mà .",1,0,-1,1,0,0,0,0,-1
850,17785,"không kèm ốp que chọc sim cứng móp ít , tróc sơn vừa_phải tai_nghe không , gâm máy báo không shop giao sai màu máy mất áp_suất , mua xong shop 40k hơi buồn",0,-1,0,0,0,0,-1,0,-1
851,17784,"giao hàng đợt , mua 1 . sản_phẩm nguyên seal , chạy mượt tiền",0,0,1,1,1,0,0,0,1
852,17783,sản_phẩm tốt . tốt không . 1 ứng_dụng rác,0,0,0,0,0,0,0,1,0
853,17782,"sảng phẩm oke chất_lượng lắm , hài_lòng , pin cực_kì trâu , shop làm_việc tốt yên_tâm",0,1,0,1,0,1,0,0,0
854,17781,"hàng , điện_thoại như hình . máy 99 % . cảm_ứng mượt_mà , màn_hình đẹp . chụp hình căng đét , nghe gọi sóng mạnh . web cày game bao mướt . . giá rẻ giá rẻ ngon lắm . lăn_tăn hốt liền .",1,0,0,1,0,1,0,0,1
855,17780,"hộp , ấn_tượng đóng_gói . máy hình_thức đẹp , shop sẵn ốp , tai_nghe sạc đầy_đủ . loa to , không rè . shop cài room 3 , test thử pubg đơ , game mất tiếng . ap ok . tầm giá . điểm_trừ giao hàng hơi . chủ shop nhiệt_tình . 🙆",0,1,-1,-1,0,1,1,0,1
856,17779,test ưng . thử . đầu mua máy online ưng,0,0,0,0,0,0,0,1,0
857,17778,đợi chất_lượng máy giao oke,0,0,0,0,0,0,0,1,0
859,17776,"shop uy_tín giao hàng đúng hẹn , sản_phẩm_chất_lượng tốt , test ứng_dụng chạy êm , pin hình sắt nét , vừa_ý , shop giao hàng đúng như quảng_cáo , ủng_hộ shop đơn hàng , . 👍",0,1,1,1,0,1,0,0,0
860,17775,giá tiền .,1,0,0,0,0,0,0,0,0
861,17774,"màu vàng shop màu hồng . điện_thoại trầy , hơi buồn xí",0,0,-1,0,0,0,0,0,-1
